StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package
6273,Male,Bangalore,Tier1,Mechanical,Networking,Yes,Yes,10,9.79,10,10,10,10,10,10,10,100,2,2,3,2,2,72.8,3.3,79.9,77.6,1,High,1,0,25.85
6274,Female,Kochi,Tier2,IT,AI,No,No,7.83,8.29,7.48,8.62,7.96,8.06,8.27,8.08,8.19,59.5,1,1,,2,1,61.8,,60.9,,1,High,1,0,18.53
6275,Male,Pune,Tier2,ECE,Networking,Yes,No,5.01,4.94,4.65,5.08,4.53,5.15,4.26,4.75,4.88,85.1,1,2,2,2,0,71.7,2.9,,57.5,0,Low,0,0,0
6276,Male,Pune,Tier2,Mechanical,Networking,No,No,7.58,7.43,7.32,7.47,7.54,7.5,7.22,7.19,7.35,70,1,3,,2,1,72.2,2.6,54.2,,0,Mid,1,0,8.16
6277,Male,Kochi,Tier1,IT,AI,Yes,No,10,10,10,10,10,10,10,10,10,85,1,3,,4,1,81,4.4,91.1,67.3,0,High,1,0,18.87
6278,Male,Chennai,Tier3,CS,AI,Yes,No,7.46,7.57,7.86,7.63,6.84,7.42,7.28,7.42,7.34,69.1,2,2,2,1,1,75.8,,,51.4,0,Mid,1,0,8.54
6279,Male,Mumbai,Tier3,IT,Embedded,Yes,No,5.22,5.07,4.5,4.85,4.86,5.34,5.16,5.04,4.89,52.9,0,1,1,0,0,52,,29.2,26.1,0,Low,0,0,0
6280,Female,Kolkata,Tier2,Mechanical,AI,No,No,8.04,7.57,7.99,7.76,7.74,7.74,8.05,8.24,8.01,79.5,3,3,3,4,2,,5,70.7,56,1,High,1,0,22.78
6281,Male,Mumbai,Tier3,ECE,Networking,Yes,No,4.35,4.23,4.07,4.64,4,4.5,4,4.38,4.23,66.6,0,1,1,1,0,54.3,1,20.5,26.1,0,Low,0,0,0
6282,Male,Mumbai,Tier1,ECE,Embedded,Yes,No,7.84,7.08,7.07,7.28,6.9,6.7,6.81,7.04,7.07,79.7,1,2,2,3,0,,2,50.5,52.4,0,Mid,1,0,8.58
6283,Male,Hyderabad,Tier2,IT,AI,Yes,No,5.67,5.88,5.77,5.81,5.96,5.8,5.72,5.59,5.63,71.5,0,2,2,2,0,60.6,2.4,36.8,,1,Low,0,0,0
6284,Male,Kolkata,Tier3,CS,DataScience,Yes,No,5,5.35,5.07,5.05,4.91,5.36,5.13,5.17,5.23,65.2,0,2,2,2,1,56.5,2.4,55.4,43.6,1,Low,0,0,0
6285,Female,Delhi,Tier2,EE,Networking,Yes,No,6.23,6.58,6.78,6.2,6.99,6.54,6.85,7.01,6.56,84,2,4,3,2,1,78.7,5,83.7,71.9,1,Mid,1,0,8.39
6286,Female,Mumbai,Tier3,ECE,DataScience,No,No,9.4,9.39,9.35,9.71,9.83,9.45,9.44,10,9.52,75.5,2,1,2,1,1,67.9,2.6,43.4,49.9,0,High,1,0,18.84
6287,Female,Kolkata,Tier3,IT,DataScience,No,No,5.06,5.14,4.71,4.95,5.07,4.82,5.29,5.16,5.07,58.3,0,0,1,0,0,47.5,2.2,27.4,36.5,1,Low,0,0,0
6288,Male,Hyderabad,Tier2,CS,Networking,No,No,6.95,6.79,7.07,7.12,7.18,7.56,7.7,7.54,4.31,52.66497317,0,2,2,1,1,32.6,3.3,0.6,59.2,0,Mid,1,1,8.78
6289,Female,Ahmedabad,Tier2,Civil,Embedded,Yes,No,5.98,5.79,5.96,5.86,5.99,5.7,5.79,4.94,5.79,64.8,1,1,1,1,0,45.2,1,23.5,29.3,0,Low,0,0,0
6290,Female,Ahmedabad,Tier3,CS,AI,Yes,No,8.84,9.67,9.72,8.93,9.54,9.63,9.33,9.16,9.38,83.7,1,1,1,1,1,79,4,60.7,48.7,0,High,1,0,18.88
6291,Female,Delhi,Tier1,ECE,DataScience,Yes,No,6.56,6.99,6.93,6.94,7.08,7.13,6.9,6.79,6.95,83.4,2,3,2,2,1,76.7,4.1,76.9,82.3,1,Mid,1,0,10.46
6292,Male,Mumbai,Tier2,Civil,Embedded,Yes,No,7.4,7.68,8.33,8.54,8.37,8.1,7.96,8,8.1,76.4,1,3,1,3,0,58.3,1,55,50.3,0,High,1,0,18.52
6293,Male,Mumbai,Tier2,IT,DataScience,No,No,5.39,5.77,5.62,5.41,5.53,5.08,5.6,5.12,5.38,64.6,1,0,1,0,0,53.5,2.5,30.2,34,0,Low,0,0,0
6294,Male,Hyderabad,Tier1,CS,AI,Yes,No,9.48,8.89,9.38,9.08,8.98,8.57,9.5,9.52,9.2,86.9,1,3,,3,2,81.4,4.3,95.4,72,0,High,1,0,18.52
6295,Male,Chennai,Tier3,Mechanical,DataScience,No,No,5.44,5.35,5.39,5.96,5.58,5.47,5.3,5.01,5.47,59.5,1,1,1,1,0,53.2,2.1,29,,0,Low,0,0,0
6296,Female,Delhi,Tier3,Mechanical,Embedded,Yes,No,6.28,6.25,6.77,6.31,6.32,6.31,6.39,6.63,6.44,66.1,0,0,1,0,0,42.7,2.9,29.7,30,0,Low,0,0,0
6297,Female,Jaipur,Tier2,Mechanical,Networking,Yes,No,6.91,7,7.05,7.78,6.88,6.86,7.43,7.2,6.98,79.8,0,2,2,2,0,67.1,3.8,61,53.5,1,Mid,1,0,8.62
6298,Male,Chennai,Tier1,IT,AI,Yes,No,10,9.97,9.52,9.75,10,10,10,10,9.75,80.6,1,2,,2,1,87.4,,88.1,63.4,0,High,1,0,18.44
6299,Male,Chennai,Tier1,IT,DataScience,Yes,No,7.66,7.07,7.17,7.43,7.45,6.99,7.68,7.08,7.26,78.5,0,2,2,2,0,,2.5,60.3,60.9,1,Mid,1,0,8.04
6300,Female,Mumbai,Tier1,Mechanical,Embedded,No,No,10,9.95,9.66,9.95,10,10,10,10,9.87,88.9,1,2,4,3,1,78.4,4.3,72.9,64.2,0,High,1,0,18.39
6301,Female,Chennai,Tier2,ECE,Networking,No,No,7.84,8.4,8.92,8.57,8.46,8.23,8.23,8.22,8.3,64,1,2,2,2,1,69.4,3.3,52.9,55.3,1,High,1,0,22.02
6302,Male,Jaipur,Tier1,CS,DataScience,No,No,8.79,8.44,8.7,8.92,8.07,8.19,8.56,8.04,8.43,66.9,2,2,,2,0,64.6,2.8,65.2,44,1,High,1,0,18.66
6303,Female,Bangalore,Tier3,Mechanical,Embedded,No,No,7.86,7.51,7.6,7.59,7.13,8,7.4,7.52,7.75,62.2,0,2,2,1,1,,2.6,,51.5,0,Mid,0,0,0
6304,Female,Ahmedabad,Tier2,ECE,AI,Yes,No,8.4,8.26,8.13,7.85,8.47,8.06,8.95,8.53,8.26,79,1,2,1,2,0,78.2,2.7,52,54.2,0,High,1,0,18.62
6305,Female,Ahmedabad,Tier2,CS,AI,Yes,No,7.97,8.9,8.74,8.71,8.37,7.88,8.44,8.35,8.52,79.4,1,1,2,2,1,57,,63,62.1,0,High,1,0,18.18
6306,Male,Kolkata,Tier1,IT,AI,Yes,Yes,7.11,7.11,7.18,7.32,7.43,7.61,7.31,7.46,7.15,75.7,1,2,0,3,0,76.5,2.9,58.6,46.1,1,Mid,0,0,0
6307,Male,Hyderabad,Tier2,CS,AI,No,No,6.09,6.38,7.01,6.54,6.46,6.02,6.58,6.26,6.49,84.5,2,2,1,2,1,,3.1,49.8,43.6,0,Low,1,0,3.84
6308,Male,Hyderabad,Tier2,CS,Embedded,No,No,7.42,7.46,7.42,7.37,7.53,7.9,7.62,7.25,7.4,68.9,2,2,2,1,0,65.3,2.5,64.3,,0,Mid,1,0,8.58
6309,Female,Jaipur,Tier2,CS,AI,No,Yes,6.21,6.04,6.2,6.36,6.04,5.78,6.26,6.4,6.06,79.4,0,2,2,2,1,66.3,2.4,54.2,61.5,0,Low,0,0,0
6310,Female,Bangalore,Tier3,ECE,AI,Yes,No,4.9,5.31,5.9,5.34,5.57,5.69,5.4,5.31,5.24,59,0,1,0,0,0,55.7,1.6,28.9,33.9,1,Low,0,0,0
6311,Female,Mumbai,Tier3,IT,AI,No,No,6.19,6.43,6.41,6.31,6.93,6.75,6.31,6.6,6.57,68.6,1,3,2,2,1,61.4,3.7,52.8,,0,Mid,0,0,0
6312,Male,Kochi,Tier2,CS,DataScience,Yes,Yes,7.39,7.52,7.46,7.81,7.84,7.39,7.85,7.41,7.65,81.3,0,2,2,1,0,85.3,2.4,56.4,,0,Mid,1,0,12.96
6313,Male,Pune,Tier2,CS,AI,No,Yes,7.22,6.67,6.99,6.84,6.83,7.31,7.04,6.88,7.02,64,1,2,2,2,1,72,,46.3,61.9,1,Mid,1,0,8.04
6314,Female,Delhi,Tier1,Mechanical,Networking,Yes,Yes,6.3,5.93,6.33,6.48,6.58,6.5,6.94,6.49,6.41,100,2,3,2,2,2,92.7,4.3,79.7,76.1,1,Low,1,0,5.58
6315,Male,Delhi,Tier1,ECE,Networking,No,No,8.12,8.3,8.32,7.88,7.91,8.55,8.64,8.46,8.39,96.3,2,4,3,3,1,73.6,5,76.4,87,1,High,1,0,22.62
6316,Female,Mumbai,Tier2,IT,AI,No,No,6.56,5.84,5.78,5.83,5.78,5.54,5.93,5.86,4.16,53.16655947,1,1,,0,0,34.1,2.2,1.4,30.7,1,Low,0,1,0
6317,Female,Chennai,Tier1,Mechanical,DataScience,No,No,8.27,9.09,7.77,8.23,8.56,8.92,7.96,8.18,8.54,80.5,1,1,2,1,0,86,,55.8,47.9,1,High,1,0,18.55
6318,Female,Pune,Tier2,CS,AI,Yes,No,5.95,6.6,5.73,6.6,5.82,6.28,6.24,6.75,6.27,63.2,1,2,2,1,1,59,2.5,47.3,44.7,0,Low,0,0,0
6319,Male,Jaipur,Tier2,CS,Networking,Yes,No,4.25,4.86,4.54,5.16,4.92,4.97,4.38,4.59,4.6,82.1,0,1,2,1,1,71.6,2.9,51.7,56.1,0,Low,0,0,0
6320,Male,Mumbai,Tier1,CS,AI,Yes,No,7.25,7.42,7.51,6.96,7.51,7.38,7.81,7.51,7.4,99,1,4,3,2,2,89.4,4.4,74,74.5,1,Mid,1,0,8.6
6321,Female,Mumbai,Tier2,EE,Networking,Yes,No,8.31,8.43,8.28,8.12,8.75,8.65,8.18,8.35,9.73,84.3,3,5,1,2,0,99.4,2.4,98.6,57.4,0,High,1,1,18.88
6322,Male,Chennai,Tier2,Mechanical,AI,No,No,7.56,7.37,7.18,7.04,6.14,7.3,6.82,7.4,7.1,75.7,1,2,2,1,1,67.7,3.1,46.2,48.9,0,Mid,1,0,8.73
6323,Male,Kochi,Tier1,CS,Embedded,Yes,No,7.19,7.3,7.58,7.32,7.11,7.33,6.71,7.05,7.16,81.5,1,2,,2,0,77.5,2.4,,62.9,1,Mid,1,0,12.67
6324,Male,Mumbai,Tier1,CS,Embedded,Yes,No,6.31,6.05,6.24,6.32,6.53,6.03,6.24,6.11,6.32,77.1,1,2,2,3,1,,,48.8,53.9,0,Low,1,0,3.68
6325,Female,Chennai,Tier1,IT,AI,Yes,No,8.37,8.24,8.93,8.78,8.92,8.32,8.5,8.79,8.61,95.8,2,4,,4,1,89.3,4.2,92.2,57.9,1,High,1,0,22.21
6326,Male,Chennai,Tier2,CS,DataScience,Yes,No,6.69,6.6,6.63,6.24,7.14,6.34,6.26,7.19,6.67,92.8,1,3,2,3,3,84.5,3.7,78.8,,1,Mid,1,0,8.45
6327,Male,Mumbai,Tier3,ECE,Embedded,No,No,5.9,6.43,6.13,5.95,5.68,5.78,5.92,5.35,5.9,59.5,0,1,0,0,0,48.6,1,25.8,33.6,0,Low,0,0,0
6328,Male,Pune,Tier2,Civil,Networking,No,No,4.92,5.39,4.85,4.94,4.53,4.91,4.92,4.88,4.89,74.3,1,2,1,2,1,66.1,,53.7,56.7,0,Low,0,0,0
6329,Male,Hyderabad,Tier3,CS,DataScience,Yes,No,6.19,6.12,6.11,5.89,6.16,5.76,6.34,6.12,6.07,78.2,1,2,2,2,0,69.1,1.8,45.6,34.5,0,Low,0,0,0
6330,Male,Kochi,Tier2,ECE,Embedded,Yes,No,7.63,7.65,7.26,8.2,7.43,8.74,8.14,8.21,4.19,53.16366134,1,4,4,3,2,37.6,,8.7,73.7,1,Mid,1,1,8.28
6331,Male,Ahmedabad,Tier2,Mechanical,AI,No,No,7.25,7.32,7.44,7.52,7.43,7.72,7.76,7.37,7.67,90.7,2,3,2,3,2,92.1,3.5,93.3,81.3,1,Mid,1,0,8.68
6332,Female,Bangalore,Tier2,IT,AI,No,Yes,8,7.77,8.07,8.13,7.41,7.87,8.02,7.86,7.84,63.8,1,2,2,2,1,51.3,3.2,53.6,49.7,0,Mid,1,0,8.65
6333,Male,Pune,Tier3,CS,Embedded,No,No,6.51,6.67,6.23,6.53,6.95,6.65,6.86,6.58,4.39,51.26881801,1,2,1,1,1,37.8,3.1,0,49.8,1,Low,1,1,4.95
6334,Male,Bangalore,Tier2,ECE,DataScience,No,No,6.85,6.32,6.65,7.24,6.8,6.46,7.31,6.73,6.92,70.1,1,2,1,2,1,67.2,3.4,63.1,50.3,1,Mid,1,0,8.21
6335,Male,Bangalore,Tier2,Mechanical,Networking,Yes,No,9.22,9.22,9.8,9.04,9.18,9.01,9.64,9.82,9.46,100,1,4,3,4,1,75.9,3.8,99.4,86.5,1,High,1,0,25.7
6336,Female,Ahmedabad,Tier2,Civil,Networking,No,No,5.3,5.01,4.51,5.52,5.24,4.94,4.97,4.82,4.95,82.8,1,2,1,2,0,61.1,3.2,57.9,48.6,1,Low,0,0,0
6337,Male,Bangalore,Tier2,IT,Embedded,Yes,No,7.68,8.03,8.55,8.14,8.02,7.83,7.51,8.19,8.03,91.2,2,3,2,3,2,85.2,4.6,,66.2,0,High,1,0,18.64
6338,Male,Kochi,Tier2,CS,AI,No,No,8.27,7.64,8.31,8.41,7.7,8.06,8.11,8.21,8.09,78.7,1,3,3,3,2,76.8,3.8,85.5,72.4,0,High,1,0,18
6339,Male,Bangalore,Tier3,CS,DataScience,No,No,8.88,9.16,9.33,8.78,9.28,9.02,9.74,9.24,9.19,87.5,1,2,2,2,0,,3.9,53,,0,High,1,0,18.75
6340,Female,Bangalore,Tier2,ECE,AI,Yes,No,9.27,9.54,9.49,9.15,9.11,9.17,9.17,10,9.22,91.2,2,3,2,4,2,69.4,4.9,90,74.1,1,High,1,0,25.58
6341,Male,Mumbai,Tier2,CS,Networking,No,No,10,9.92,10,10,10,9.99,10,10,10,94.9,1,3,3,4,0,70.4,,79.4,67.6,0,High,1,0,18.09
6342,Male,Hyderabad,Tier1,ECE,Embedded,Yes,No,6.99,6.73,6.78,7.3,7.32,6.83,7.07,6.45,6.99,74.8,1,2,2,2,1,76.1,2.2,49.2,44.1,0,Mid,0,0,0
6343,Male,Ahmedabad,Tier1,EE,Networking,Yes,No,9.99,9.68,9.07,10,9.71,10,9.61,9.73,9.82,71.4,1,2,1,2,1,73.8,2.2,,58.9,1,High,1,0,18.68
6344,Female,Bangalore,Tier3,CS,DataScience,No,No,6.17,5.77,5.64,5.95,5.31,5.57,5.84,5.5,5.77,57.1,0,0,0,0,0,,2.4,24.3,34.9,1,Low,0,0,0
6345,Male,Mumbai,Tier2,Mechanical,AI,Yes,No,7.63,7.43,7.43,7.19,7.88,7.59,7.89,7.49,7.77,92.9,1,1,1,2,1,72.4,2.6,64.3,45.1,0,Mid,1,0,12.18
6346,Female,Bangalore,Tier1,CS,AI,Yes,No,10,9.99,10,10,9.93,10,10,10,10,79,2,4,4,3,1,81.7,3.7,72.8,68.6,1,High,1,0,25.08
6347,Male,Jaipur,Tier2,Mechanical,AI,Yes,No,8.93,8.97,9.44,9.24,8.94,10,9.54,9.62,9.17,94.1,2,3,3,3,2,77.1,4.6,83.6,72.6,1,High,1,0,25.59
6348,Male,Chennai,Tier3,IT,AI,No,Yes,6.38,6.81,5.66,6.65,6.92,6.38,6.42,5.85,6.46,58,1,0,1,0,0,55.9,3,31,,0,Low,0,0,0
6349,Male,Chennai,Tier2,EE,Networking,No,No,8.86,8.48,8.44,9.11,9.02,9.16,8.63,8.51,8.95,77.3,0,2,2,2,0,68.4,3.1,61.9,45.7,0,High,1,0,18.15
6350,Female,Mumbai,Tier2,ECE,AI,No,No,6.14,6.43,6.07,6.79,6.19,6.41,6.98,6.09,6.49,74.7,1,2,1,0,0,56.6,3,69.6,58.4,1,Low,1,0,6.14
6351,Male,Ahmedabad,Tier1,IT,DataScience,Yes,No,8.22,8.68,8.72,9.11,8.88,8.26,8.73,9.11,8.76,75.6,2,2,,2,2,67.6,3.1,71.8,78,1,High,1,0,22.54
6352,Female,Jaipur,Tier2,Civil,Embedded,Yes,No,4.84,5.04,5.2,5.32,5.12,5.63,5.01,5.25,5.14,72.4,1,1,2,1,0,53.2,3.5,47.2,60.2,1,Low,0,0,0
6353,Male,Hyderabad,Tier1,Civil,Embedded,Yes,No,10,9.86,10,10,10,10,10,10,10,82.1,1,4,3,4,2,81.8,4.8,,75.9,1,High,1,0,18.85
6354,Male,Kochi,Tier1,ECE,AI,Yes,Yes,6.76,6.78,6.94,7.14,6.74,6.99,6.72,7.13,6.83,80.8,1,2,1,1,0,72.7,3.2,62.4,62.3,0,Mid,1,0,8.07
6355,Male,Delhi,Tier3,CS,DataScience,No,No,6.32,6.33,6.3,6.52,6.3,6.46,6.29,5.76,6.39,54.5,1,1,1,1,0,44.9,1.5,29.1,25.4,1,Low,0,0,0
6356,Female,Mumbai,Tier3,ECE,Embedded,No,Yes,4.16,4.22,4.33,4.35,4.35,4.08,4.57,4.45,4.35,58.3,0,1,1,0,0,43.4,,27.4,31.9,0,Low,0,0,0
6357,Female,Delhi,Tier2,Mechanical,Networking,Yes,No,7.53,7.51,7.89,7.43,8.03,8.25,7.54,7.39,7.7,65.6,1,3,2,3,0,65.4,2.6,63.6,51.1,1,Mid,1,0,8.55
6358,Female,Pune,Tier2,Mechanical,AI,No,No,7.84,7.59,7.69,7.69,7.73,8.25,7.86,8.35,8,76.7,1,1,2,2,1,70.8,2.8,52.9,54.2,0,Mid,1,0,8.43
6359,Male,Hyderabad,Tier3,CS,Embedded,Yes,No,6.97,7.39,7.08,6.91,7.44,7.1,7.03,6.81,7.16,71.7,1,0,0,0,0,58.8,1.4,24.1,31.1,0,Mid,0,0,0
6360,Male,Jaipur,Tier1,Civil,Embedded,No,No,7.41,7.65,7.36,8,7.07,7.1,7.38,7.48,7.51,75.7,1,1,1,2,0,71,2.7,54.5,52.6,0,Mid,1,0,8.87
6361,Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,9.85,10,9.78,9.97,9.75,10,10,10,9.85,81.8,2,4,3,3,1,74.8,,76.5,95.7,1,High,1,0,18.9
6362,Male,Mumbai,Tier3,ECE,Embedded,No,No,9.59,9.43,10,9.99,9.96,9.81,10,9.39,9.81,77.7,1,1,2,1,1,,2.4,57.5,42.9,1,High,1,0,18.05
6363,Male,Kolkata,Tier1,Civil,AI,No,No,9.55,9.75,9.99,9.65,9.84,10,10,9.99,9.78,97.6,2,3,2,3,2,80.9,3.2,61.9,71.4,0,High,1,0,18.01
6364,Male,Hyderabad,Tier2,Civil,Networking,Yes,Yes,7.05,7.97,7.67,7.62,7.43,7.67,7.12,7.6,7.6,76.3,1,1,1,1,0,72.7,2.9,42.2,58.6,1,Mid,1,0,8.11
6365,Male,Ahmedabad,Tier3,ECE,DataScience,No,Yes,6.91,6.5,6.36,6.71,6.46,6.88,6.98,7.25,7,76.9,1,1,1,2,1,68,2.8,52.2,,1,Mid,1,0,10.64
6366,Male,Kolkata,Tier2,Mechanical,Embedded,No,No,6,6.69,6.98,6.51,6.71,6.59,6.64,6.92,6.66,72.2,1,2,2,2,0,69.3,,54.2,56.3,1,Mid,1,0,8.98
6367,Female,Kochi,Tier2,Mechanical,Embedded,Yes,No,6.16,5.95,5.83,6.61,5.9,5.87,6.3,6.47,6.24,81.8,0,1,2,2,0,67.7,3.4,50.8,,0,Low,0,0,0
6368,Male,Jaipur,Tier1,CS,AI,Yes,No,6.7,6.76,6.95,6.49,6.76,6.7,7.47,6.72,6.77,80.4,0,3,3,4,1,85.5,4,54.4,82.2,1,Mid,1,0,8.82
6369,Male,Bangalore,Tier3,Mechanical,Embedded,No,Yes,7.32,7.34,7.62,7.35,7.15,7.45,7.83,7,7.49,77.4,2,2,2,2,0,67.2,2.1,66,56,0,Mid,1,0,12.97
6370,Male,Delhi,Tier2,Mechanical,DataScience,No,No,5.26,5.03,5.42,5.32,5.21,5.86,5.91,5.07,5.24,61.2,0,1,0,0,1,51.4,2.2,27.7,27.9,0,Low,0,0,0
6371,Female,Hyderabad,Tier2,CS,Networking,Yes,Yes,8.48,8.06,8.09,8.07,8.37,8.59,7.74,8.29,8.15,89.8,1,1,1,2,1,69,3.1,34.7,56.9,0,High,0,0,0
6372,Male,Bangalore,Tier2,ECE,DataScience,No,No,9.55,9.92,10,9.93,10,10,10,10,9.82,89.1,2,4,2,3,2,87.4,4.3,87.2,80.8,1,High,1,0,25.35
6373,Male,Mumbai,Tier3,Mechanical,Embedded,No,No,4.53,4.69,5.22,4.57,4.38,4.01,4.94,4.4,4.54,59.1,0,1,0,1,0,47.6,2,25.5,34.9,0,Low,0,0,0
6374,Female,Kolkata,Tier3,Mechanical,Embedded,No,No,5.84,5.47,5.35,5.51,4.97,5.41,4.92,5.13,5.39,60.7,0,1,0,0,1,43.1,2.8,33.9,28.6,0,Low,0,0,0
6375,Male,Kochi,Tier2,CS,AI,No,No,8.89,8.72,9.19,8.64,9.4,8.9,9.28,9.29,9.08,94.3,2,4,3,3,2,93.2,4.8,74.5,80.3,1,High,1,0,25.3
6376,Female,Pune,Tier2,ECE,AI,Yes,No,7.29,7.3,7.44,7.91,7.62,7.73,7.7,7.59,7.63,85.5,2,4,2,3,1,82.1,3.8,93.9,68.5,1,Mid,1,0,8.72
6377,Female,Delhi,Tier2,Civil,Embedded,No,No,8.99,8.58,8.47,8.66,8.63,8.77,8.5,8.55,8.66,69.3,1,2,1,2,1,64.9,3.7,56.7,68.2,1,High,1,0,22.8
6378,Female,Mumbai,Tier3,EE,Networking,Yes,No,5.36,5.96,5.18,5.57,5.7,6.41,4.96,5.48,5.55,60.1,0,1,0,1,0,45.1,1.5,28.3,32.6,0,Low,0,0,0
6379,Male,Hyderabad,Tier3,Mechanical,DataScience,No,No,6.15,6.14,6.24,5.54,6.21,6.39,5.8,5.7,6.06,66.7,0,0,0,1,0,63.5,1.6,24.8,34.1,1,Low,0,0,0
6380,Male,Bangalore,Tier3,EE,Networking,No,Yes,6.5,6.19,6.54,5.87,6.31,6.19,6.42,6.07,6.18,64,0,1,,0,0,37.2,1.5,29.8,26.7,0,Low,0,0,0
6381,Female,Mumbai,Tier2,CS,DataScience,Yes,No,6.44,6.3,6.78,6.34,6.37,6.6,6.69,7.01,6.64,74.1,1,2,2,2,1,,2.6,53.2,46.4,1,Mid,1,0,8.31
6382,Female,Kochi,Tier2,CS,Networking,Yes,No,6.76,6.91,7.51,7.14,6.6,7.43,7.1,6.91,6.98,78.3,1,2,1,2,0,79.9,2,52.8,47.5,1,Mid,1,0,8.06
6383,Female,Ahmedabad,Tier2,CS,Networking,Yes,No,7.87,7.17,7.37,7.76,7.41,7.66,7.8,7.96,9.88,97.8,3,5,2,4,1,98.9,5,97.5,72.7,1,Mid,1,1,8.09
6384,Male,Pune,Tier1,IT,DataScience,Yes,No,8.65,9.42,9.48,9.17,9.58,9.48,9.61,9.78,9.35,93.1,2,3,2,3,1,89.3,4.7,90.8,83.7,1,High,1,0,25.62
6385,Male,Bangalore,Tier3,Mechanical,DataScience,No,No,6.22,6.44,6.23,5.53,6.19,6.11,6.74,6.95,6.42,66.3,1,1,1,2,1,75.7,2.8,50.4,45.6,1,Low,1,0,4.65
6386,Female,Kochi,Tier2,ECE,Networking,Yes,No,7.9,8.59,8.66,7.84,8.42,8,8.24,8.16,8.2,79.4,1,2,,1,1,64.8,3.4,59.5,,0,High,1,0,18.51
6387,Male,Chennai,Tier1,CS,DataScience,No,No,5.66,5.75,5.65,5.31,5.56,5.92,5.47,5.08,5.65,66.6,1,3,2,1,1,72.4,2.3,65.1,43.5,1,Low,1,0,4.21
6388,Female,Chennai,Tier2,ECE,DataScience,No,No,6.03,6.23,6.69,6.19,6.44,6.07,6.41,6.1,6.27,78,1,1,1,2,1,68.8,2,61.4,50,1,Low,0,0,0
6389,Female,Pune,Tier1,CS,Embedded,Yes,No,5.22,4.99,4.77,5.17,5.47,5.58,5.85,5.7,4.08,53.3921086,2,3,3,3,1,30.1,3.9,4,58.1,0,Low,1,1,3.47
6390,Female,Chennai,Tier2,ECE,Networking,No,No,4,4,4,4.1,4.25,4.04,4.34,4.32,4.18,81.5,1,3,2,2,0,70.7,2.3,65.2,,0,Low,0,0,0
6391,Male,Mumbai,Tier2,IT,AI,No,No,8.3,8.32,8.06,8.57,8.62,8.42,8.26,8.45,8.24,98.9,1,5,2,3,1,97.8,3.2,83.4,67.6,0,High,1,0,18.64
6392,Female,Delhi,Tier1,ECE,Networking,Yes,No,5.63,5.44,5.5,5.97,6.07,5.71,5.39,6.04,5.58,73.9,1,3,2,2,0,66.9,2.8,55.5,56.7,1,Low,1,0,5.83
6393,Male,Pune,Tier2,CS,AI,No,No,6.36,5.74,5.95,6.14,6.2,6.88,6.93,6.73,6.5,79.5,1,2,1,2,0,77.6,,60.8,58,0,Low,1,0,5.12
6394,Female,Kolkata,Tier2,CS,Networking,Yes,No,6.49,6.66,7.29,6.01,6.93,6.55,6.36,6.75,6.58,70.6,1,2,2,2,0,67.5,2.8,43.4,39,1,Mid,1,0,10.5
6395,Female,Bangalore,Tier3,ECE,DataScience,No,Yes,6.33,6.15,5.82,5.81,5.72,6.25,5.32,5.88,6.06,69.7,0,0,1,0,0,46.4,2.1,,27.3,1,Low,0,0,0
6396,Male,Pune,Tier1,ECE,Embedded,No,No,7.54,7.62,7.17,7.81,7.35,7.61,7.56,7.93,7.67,94.9,1,4,3,2,1,87.2,4.7,66.6,55.4,1,Mid,1,0,10.67
6397,Male,Mumbai,Tier2,ECE,Embedded,Yes,Yes,5.84,5.55,5.42,5.58,5.48,5.45,5.71,5.64,5.59,82.1,2,3,2,1,1,71,3.6,58.5,59.5,0,Low,1,0,3.49
6398,Female,Jaipur,Tier1,ECE,Networking,Yes,No,7.18,7.9,7.05,7.14,7.6,7.88,7.68,8.01,7.58,95.4,1,3,2,3,1,93.9,,71.4,90.1,1,Mid,1,0,8.24
6399,Female,Hyderabad,Tier3,Mechanical,DataScience,Yes,Yes,6.37,5.07,5.4,5.73,5.44,5.84,6.15,5.72,5.64,81.6,1,2,1,2,1,64.7,4.9,47.4,48.9,1,Low,1,0,4.96
6400,Male,Jaipur,Tier3,Mechanical,AI,No,No,7.08,7.14,7.38,7.41,7.46,7.38,6.49,6.81,7.22,57.5,1,0,0,1,0,48.7,2.2,26.8,,0,Mid,0,0,0
6401,Female,Chennai,Tier3,CS,DataScience,No,No,8.3,8.66,8.55,8.58,8.18,8.25,8.21,8.62,8.49,68.3,1,2,2,1,1,,2.8,53.6,51.5,1,High,1,0,18.61
6402,Female,Bangalore,Tier3,CS,AI,Yes,No,5.11,5.83,5.19,5.74,5.31,5.35,5.46,5.57,5.47,50,1,1,1,0,0,50,1.7,21,29.7,0,Low,0,0,0
6403,Male,Pune,Tier2,CS,Networking,No,No,7.76,7.61,8,8.2,8.55,7.83,8.44,8.19,8.1,96.3,1,4,3,3,1,70.8,4.7,85,94.1,1,High,1,0,22.23
